unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,openpubl,"act",newid,"deathyr","closedat",cyactive,stat_fa,pseflag,pset4flg,lock_fa,"date_fa",stat_ic,stat_c,prch_c,idx_c,imp_c,lock_sp,stat_sp,stat_ef,prch_ef,idx_ef,imp_ef,pta99_ef,ptacipef,ptb_ef,ptc_ef,ptd_ef,form_f,stat_f,prch_f,idx_f,imp_f,"fybeg","fyend",gpfs,f1gasbcr,f1gasbal,stat_sfa,prch_sfa,idx_sfa,stat_gr,prch_gr,idx_gr,cohrtstu,cohrtyr1,pyaid,cohrtaid,sport1,sport2,sport3,sport4,sport5,transver,longpgm,cohrtmt,cindon,cinson,cotson,cindoff,cinsoff,cotsoff,cindfam,cinsfam,cotsfam,fte,ocrhsi,ocrmsi
221926,"TRI-CITY BEAUTY COLLEGE","1101 S ROAN ST","JOHNSON CITY","TN","37601",47,5,"FAYE HART","OWNER/INST","4239266671","-1","4239266671","-1","-1","-2",6,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
221944,"TULLAHOMA BEAUTY SCHOOL","211 W COFFEE ST","TULLAHOMA","TN","37388",47,5,"-1","-1","9314553928","-1","-1","-1","-1","-2",6,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,6,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
221953,"TUSCULUM COLLEGE","BOX 35 TUSCULUM STATION","GREENEVILLE","TN","37743",47,5,"Dolf Henry","PRESIDENT","4236367300","4236367300","4236367300","620484185","049467228","00352700",1,"www.tusculum.edu",2,1,2,4,7,1,1,2,20,1,9,0,0,0,2,2,-1,2,22,6,1,"A",-2,"-2","-2",1,2,1,1,11,"12152000",1,4,-2,-2,1,81,2,2,-2,-2,-2,1,5,5,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,1,1,1,1,1,0,1,3,2,1,,,,,,,,,,1662,0,0
221971,"UNION UNIVERSITY","1050 UNION UNIVERSITY DR","JACKSON","TN","383059901",47,5,"DAVID S DOCKERY","PRESIDENT","9016681818","9016685015","9016615000","-1","073544116","00352800",1,"www.uu.edu",2,1,2,4,8,1,1,2,20,1,8,0,1,1,2,2,2,2,22,2,1,"A",-2,"-2","-2",1,1,1,1,81,"112200",1,1,-2,-2,-2,11,2,1,-2,-2,-2,1,1,1,1,1,2,4,-2,-2,1,"-1","-1",-1,-2,-2,5,-2,-2,1,-2,-2,1,-2,1,1,0,1,1,0,1,1,2,1,17550,17550,17550,19920,19920,19920,13720,13720,13720,2144,0,0
221999,"VANDERBILT UNIVERSITY","2101 WEST END AVENUE","NASHVILLE","TN","37240",47,5,"E. GORDON GEE","CHANCELLOR","6153227311","6153223591","6153222561","-1","965717143","00353500",1,"www.vanderbilt.edu",2,1,2,3,9,1,1,1,11,1,5,0,5,2,2,1,1,2,15,1,1,"A",-2,"-2","-2",1,1,1,1,81,"110600",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,1,1,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,1,1,1,1,1,1,1,3,2,1,34394,34394,34394,,,,,,,9823,0,0
222026,"VOLUNTEER BEAUTY SCHOOL","1057A VENDELL RD","DYERSBURG","TN","38024",47,5,"DOROTHY H CHITWOOD","PRESIDENT","9012851542","6153317644","9012851453","621177738","093800274","02294000",1,"-1",9,3,3,2,2,1,2,2,0,2,17,0,0,0,2,2,2,2,-3,6,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,-2,1,2,403399,-2,"-2","-2",-2,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,36,-2,-2
222053,"VOLUNTEER STATE COMMUNITY COLLEGE","1480 NASHVILLE PKE","GALLATIN","TN","370663188",47,5,"HAL RAMER","PRESIDENT","6154528600","61545286003456","61545286003680","620818836","878647833","00991200",1,"www.vscc.cc.tn.us",4,2,1,1,3,1,2,2,40,1,8,0,1,1,2,2,2,2,40,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,1,1,-2,-2,-2,"071999","062000",1,1,2,1,-2,-2,1,-2,-2,1,-2,1,1,0,1,1,0,1,1,2,1,,,,12366,12366,16242,6616,6616,10492,4215,0,0
222062,"WALTERS STATE COMMUNITY COLLEGE","500 S DAVY CROCKETT PKY","MORRISTOWN","TN","378136899",47,5,"JACK CAMPBELL","PRESIDENT","4235852600","4235856811","4235852685","620807429","066505488","00886300",1,"www.wscc.cc.tn.us",4,2,1,1,3,1,2,2,40,1,3,0,1,1,2,2,2,2,40,6,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,1,1,-2,-2,-2,"071999","062000",3,1,1,1,-2,-2,1,-2,-2,1,-2,1,1,0,1,1,0,1,1,1,1,,,,,,,,,,3893,0,0
222099,"WEST TENNESSEE BUSINESS COLLEGE","1186 HWY 45 BYPASS","JACKSON","TN","38301",47,5,"CHARLOTTE V. (Vicki) BURCH","EXECUTIVE DIRECTOR","9016687240","9016687240","9016687240","-1","962722815","00494700",1,"www.wtbc.com",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"011999","121999",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,,,,,,,,,,216,-2,-2
222105,"WILLIAM MOORE COLLEGE OF TECHNOLOGY","1200 POPLAR AVE","MEMPHIS","TN","381047240",47,5,"DON R SMITH","DIRECTOR","9017261977","9017261977","9017267977","620497613","083269944","01155300",1,"www.williamrmoore.org",5,2,2,3,4,1,2,2,40,1,53,0,0,0,2,2,2,2,-3,1,1,"A",-2,"-2","-2",1,1,1,1,81,"112000",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,2,1,-2,-2,-2,"091999","082000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,2,1,,,,16037,16037,16037,6475,6475,6475,156,0,1
222123,"VOGUE COLLEGE OF COSMETOLOGY","7301 BURNET RD STE 110A","AUSTIN","TX","787572248",48,6,"LINDA COLWELL","VICE PRESIDENT","5124525085","8177611033","-1","751447814","-1","-2",6,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222141,"VOGUE COLLEGE OF COSMETOLOGY 29","1909 AVE F","DEL RIO","TX","78840",48,6,"LINDA COLWELL","VICE PRESIDENT","5127759529","8177611033","-1","751447814","-1","02512000",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,5,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222178,"ABILENE CHRISTIAN UNIVERSITY","1600 Campus Court","ABILENE","TX","79699",48,6,"Dr. Royce Money","President","9156742000","9156742643","9156742650","750851900","073171951","00353700",1,"www.acu.edu",2,1,2,4,9,1,1,1,11,1,6,0,1,5,2,2,2,2,21,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111600",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,1,5,1,1,2,1,-2,-2,-2,"061999","052000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,1,1,1,1,1,1,1,3,2,1,18600,18600,18600,18600,18600,18600,14180,14180,14180,4380,0,0
222196,"ACADEMY OF BARBERING","3205 SOUTHERN OAKS BLVD","DALLAS","TX","75216",48,6,"-1","-1","2143747188","-1","-1","-1","-1","-2",6,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222318,"ALADDIN BEAUTY COLLEGE 1","1 EUREKA CIR","WICHITA FALLS","TX","76307",48,6,"CHARLES WHITE","PRESIDENT","9722334927","9406913875","9406913875","751242131","096057195","01127700",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222345,"ALADDIN BEAUTY COLLEGE 4","506 W UNIVERSITY","ODESSA","TX","79760",48,6,"CHARLES WHITE","PRESIDENT","9722334927","9153371044","9153371044","751242131","-1","00988400",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222354,"ALADDIN BEAUTY COLLEGE 18","6560 MONTANA","EL PASO","TX","79915",48,6,"CHARLES WHITE","PRESIDENT","9722334927","9157798000","9157798000","751242131","095437083","00813700",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222372,"ALADDIN BEAUTY COLLEGE","8151 HWY 80 W","FT WORTH","TX","76116",48,6,"CHARLES WHITE","PRESIDENT","9722334927","8172445406","8172445406","751242131","-1","02281600",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222390,"ALADDIN BEAUTY COLLEGE 21","407 SUNSET DR","DENTON","TX","76201",48,6,"CHARLES WHITE","PRESIDENT","9722334927","9403826734","9403826734","751242131","190234385","02265400",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222415,"ALADDIN BEAUTY COLLEGE 26","3330 N GALLOWAY AVE STE 160","MESQUITE","TX","75150",48,6,"CHARLES WHITE","PRESIDENT","9722334927","9722858736","9722858736","721242131","190216168","01249200",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222433,"ALADDIN BEAUTY COLLEGE 5","793 E PARK ROW","ARLINGTON","TX","76010",48,6,"CHARLES WHITE","PRESIDENT","9722334927","8174607061","8174607061","751242131","860133867","01306600",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222451,"ALADDIN BEAUTY COLLEGE 7","738 E PIPELINE RD","HURST","TX","76053",48,6,"CHARLES WHITE","PRESIDENT","9722334927","8172821371","8172821371","751242131","164760159","02281500",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222460,"ALADDIN BEAUTY COLLEGE 8","2940 N FIRST","ABILENE","TX","79603",48,6,"CHARLES WHITE","PRESIDENT","9722334927","9156734754","9156734754","751242131","189993785","02100700",5,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222497,"ALAMO COMMUNITY COLLEGE DISTRICT CENTRAL OFFICE","811 W HOUSTON ST","SAN ANTONIO","TX","78207",48,6,"ROBERT RAMSEY","CHANCELLOR","2102201620","-1","-1","-1","949143622","00360700",1,"-1",0,2,1,1,4,1,2,2,40,1,-2,-2,-2,-2,2,2,-2,2,-3,1,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,-2,-2,-2,-2,81,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,222497,-2,"091999","082000",1,1,1,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222512,"AUSTIN INSTITUTE OF REAL ESTATE","7801 N LAMAR  STE F35","AUSTIN","TX","78752",48,6,"LYNN MORGAN","PRESIDENT","5124530900","-1","-1","-1","-1","-2",6,"www.austininstitute.com",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222530,"ALLEGRO TRAVEL SCHOOL","19 BRIAR HOLLOW LN  STE 246","HOUSTON","TX","77027",48,6,"SAUNDRA BUSH","DIRECTOR","7138719186","7138719186","7138719186","-1","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
222567,"ALVIN COMMUNITY COLLEGE","3110 MUSTANG RD","ALVIN","TX","775114898",48,6,"A RODNEY ALLBRIGHT","PRESIDENT","2817563500","2817563524","2817563531","741405330","077420917","00353900",1,"www.alvin.cc.tx.us",4,2,1,1,3,1,2,2,40,1,8,1,1,17,2,2,2,2,40,3,1,"A",-2,"-2","-2",1,1,1,1,81,"110800",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,1,1,-2,-2,-2,"091999","082000",1,2,2,1,-2,-2,1,-2,-2,1,-2,1,1,0,0,1,0,1,2,2,1,,,,,,,,,,2094,0,0
222576,"AMARILLO COLLEGE","2200 S. WASHINGTON","AMARILLO","TX","79109",48,6,"FRED L WILLIAMS","PRESIDENT","8063715000","8063715310","8063715030","756000031","073186108","00354000",1,"www.actx.edu",4,2,1,1,3,1,2,2,40,1,4,1,3,19,2,2,2,2,40,2,1,"A",-2,"-2","-2",1,1,1,1,81,"110800",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,1,1,-2,-2,-2,"091999","082000",1,1,4,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,2,2,1,8993,9263,10118,8877,9147,10002,4105,4375,5230,4876,0,0
222628,"AMBER UNIVERSITY","1700 EASTGATE DR","GARLAND","TX","750415595",48,6,"DOUGLAS WARNER","PRESIDENT","9722796511180","9722796511122","9722796511180","751786007","184195683","02259400",1,"www.amberu.edu",2,1,2,4,7,1,1,2,20,1,35,1,1,5,2,2,2,2,55,3,1,"A",-2,"-2","-2",1,1,1,1,81,"110600",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,5,5,-2,1,2,1,-2,-2,-2,"061999","052000",1,-2,-2,-2,-2,-2,1,-2,-2,3,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,1061,0,0
222646,"AMERICAN BEAUTY COLLEGE","96 LANARK ST","SAN ANTONIO","TX","78218",48,6,"JOSEPH CANCHOLA","PRESIDENT","2106534220","2106534220","2106534220","741688399","088483953","01209300",1,"-1",9,3,3,2,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,1,0,"12152000",5,4,-2,-2,1,0,5,4,-2,-2,1,4,-2,5,5,5,3,4,-2,-2,2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,42,-2,-2
219189,"MITCHELL TECHNICAL INSTITUTE","821 N CAPITAL ST","MITCHELL","SD","57301",46,4,"Joseph Graves","SUPERINTENDENT","6059953024","6059953025","6059953025","466001338","180982902","00828400",1,"-1",4,2,1,1,4,1,2,2,40,1,0,1,0,0,2,2,2,2,40,6,1,"A",-2,"-2","-2",1,1,1,1,81,"110800",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,1,1,-2,-2,-2,"071999","062000",1,2,3,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,2,1,,,,7975,7975,7975,5775,5775,5775,825,0,0
219198,"MOUNT MARTY COLLEGE","1105 W 8TH","YANKTON","SD","57078",46,4,"MARK HURTUBISE","PRESIDENT","8006584552","6056681589","6056681545","460283336","074326521","00346500",1,"www.mtmc.edu",2,1,2,4,7,1,1,2,20,1,1,1,1,1,2,2,2,2,22,6,1,"A",-2,"-2","-2",1,1,1,1,81,"110600",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,1,1,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,1,1,0,1,1,1,1,2,2,1,17086,17086,17086,17576,17576,17576,14384,14384,14384,873,0,0
219204,"NATIONAL AMERICAN UNIVERSITY","321 KANSAS CITY ST","RAPID CITY","SD","57701",46,4,"JERRY GALLENTINE","UNIVERSITY PRESIDENT","6053944800","6053944883","6053944820","460276203","175510486","00405700",1,"-1",3,1,3,2,7,1,1,2,20,1,4,3,2,3,2,2,2,2,33,2,1,"A",-2,"-2","-2",1,1,1,1,81,"112200",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,5,1,1,1,3,1,-2,-2,-2,"061999","052000",3,-2,-2,1,-2,-2,1,-2,-2,1,-2,1,2,-2,-2,-2,-2,-2,3,1,1,,,,,,,,,,787,0,0
219213,"NATIONAL AMERICAN UNIVERSITY","2801 S KIWANIS AVE","SIOUX FALLS","SD","57105",46,4,"JERRY GALLENTINE","PRESIDENT","6053345430","6053944883","6053944820","460276203","070720987","00405707",1,"-1",3,1,3,2,5,1,2,2,30,1,3,2,2,2,2,2,2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"112200",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,5,1,1,1,3,1,-2,-2,-2,"061999","052000",3,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,1,1,,,,,,,,,,185,0,0
219240,"NORTH AMERICAN BAPTIST SEMINARY","1525 S GRANGE AVE","SIOUX FALLS","SD","571051526",46,4,"JOHN BINDER","INTERIM PRESIDENT","6053366588","6053366588","6053366588","460237098","082528647","00405600",1,"www.nabs.edu",2,1,2,4,9,2,1,1,11,1,2,0,1,0,2,2,2,2,51,2,1,"A",-2,"-2","-2",1,1,1,1,81,"110600",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,-2,-2,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,1,,,,,,,,,,93,0,0
219259,"NORTHERN STATE UNIVERSITY","1200 S JAY ST","ABERDEEN","SD","574017198",46,4,"JOHN M HILPERT","PRESIDENT","6056263011","6056262640","6056262544","466000364","116109398","00346600",1,"www.northern.edu",1,1,1,1,7,1,1,2,20,1,0,5,1,1,2,2,2,2,21,6,1,"A",-2,"-2","-2",1,1,1,1,81,"112900",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,5,5,1,1,1,1,-2,-2,-2,"071999","062000",1,1,1,1,-2,-2,1,-2,-2,1,-2,1,1,1,1,0,1,1,3,1,1,8851,8851,12804,9737,9737,13690,8487,8487,12440,2356,0,0
219277,"OGLALA LAKOTA COLLEGE","P. O. BOX 490","KYLE","SD","57752",46,4,"THOMAS SHORTBULL","PRESIDENT","6054552321","6054552321","6054552321","237135915","027118129","01465900",1,"-1",1,1,1,1,7,1,1,2,20,1,0,91,0,1,2,2,2,1,60,7,1,"A",-2,"-2","-2",1,1,1,1,81,"111100",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,5,1,1,1,1,1,-2,-2,-2,"101999","092000",1,2,4,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,1,1,,,,12386,12386,12386,,,,847,0,1
219295,"PRESENTATION COLLEGE","1500 N MAIN","ABERDEEN","SD","57401",46,4,"LORRAINE HALE","PRESIDENT","6052251634","6052298429","6052298492","460280847","068160100","00346700",1,"www.presentation.edu",2,1,2,4,5,1,2,2,30,1,3,10,0,0,2,2,2,2,53,6,1,"A",-2,"-2","-2",1,1,1,1,81,"110600",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,5,1,1,1,2,1,-2,-2,-2,"061999","052000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,2,1,,,,,,,,,,342,0,0
219329,"RAPID CITY REGIONAL HOSPITAL-MEDICAL RAD PROGRAM","353 FAIRMONT BLVD","RAPID CITY","SD","577096000",46,4,"ADIL AMEER","PRESIDENT RUSHMORE","6053418200","6053418305","6053418200","-1","-1","01028200",5,"-1",5,2,2,3,4,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
219338,"SACRED HEART HOSPITAL SCHOOL OF RADIOLOGIC TECHN","501 SUMMIT","YANKTON","SD","57078",46,4,"MIKE HEALY","CFO","6056688158","6056658158","6056688158","460225483","825695141","00598700",1,"-1",5,2,2,4,4,1,2,2,0,2,0,0,0,0,2,2,2,2,-3,6,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,2,1,-2,-2,-2,"071999","062000",3,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,2,2,,,,,,,,,,17,-2,-2
219347,"SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY","501 E SAINT JOSEPH ST","RAPID CITY","SD","577013995",46,4,"RICHARD J GOWEN","PRESIDENT","6053942511","6053942274","6053942400","466000364","929928018","00347000",1,"-1",1,1,1,1,9,1,1,2,10,1,0,2,1,1,2,2,2,2,54,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111100",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,1,1,1,1,1,1,-2,-2,-2,"071999","062000",1,1,4,1,-2,-2,1,-2,-2,1,-2,1,1,1,1,0,1,1,2,2,1,9480,9480,13696,11024,11024,15240,6356,6356,10572,2002,0,0
219356,"SOUTH DAKOTA STATE UNIVERSITY","UNIVERSITY STATION","BROOKINGS","SD","57007",46,4,"PEGGY GORDON ELLIOTT","PRESIDENT","6056884151","6056884695","6056884121","466000364","929929743","00347100",1,"WWW.SDSTATE.EDU",1,1,1,1,9,1,1,1,11,1,0,1,0,0,2,2,2,2,16,6,1,"A",-2,"-2","-2",1,1,1,1,81,"111100",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,1,1,1,1,1,1,-2,-2,-2,"071999","062000",1,1,1,1,-2,-2,1,-2,-2,1,-2,1,1,1,1,1,1,1,3,2,1,10201,10201,14417,11919,11919,16135,6851,6851,11067,7353,0,0
219374,"SINTE GLESKA UNIVERSITY","1 SPOTTED TAIL BLVD","ROSEBUD","SD","575700490",46,4,"LIONEL R. BORDEAUX","PRESIDENT","6057472263221","6057472263239","6057472263224","460312209","072918485","02143700",1,"-1",1,1,1,1,7,1,1,2,20,1,-1,-1,-1,-1,2,2,2,1,60,7,1,"A",-2,"-2","-2",1,1,1,1,81,"111100",1,1,-2,-2,-2,81,2,4,-2,-2,1,4,5,5,5,5,1,1,-2,-2,-2,"101999","092000",3,2,4,5,-2,-2,1,-2,-2,,,,,,,,,,,,1,,,,9232,9232,9232,4732,4732,4732,584,-1,-1
219383,"UNIVERSITY OF SIOUX FALLS","1101 W 22ND ST","SIOUX FALLS","SD","571051699",46,4,"MARK BENEDETTO","PRESIDENT","6053315000","6053316623","6053316600","460224600","076983014","00346900",1,"www.usiouxfalls.edu",2,1,2,4,7,1,1,2,20,1,1,1,0,0,2,2,2,2,22,2,1,"A",-2,"-2","-2",1,1,1,1,81,"110600",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,5,1,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,1,1,1,1,0,1,1,3,2,1,,,,,,,,,,1009,0,0
